,Address,Beds,Bath,Size Sqft,Lot Size,Agent Name,Agent Company,Price,Walk Score,Transit Score,Bike Score
401,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74,33,75
402,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36,32,61
403,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65,32,33
404,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42,27,71
405,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7,NA,8
406,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15,21,11
407,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16,20,64
408,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7,NA,11
409,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2,9,20
410,"7832 Foothill Rd, Pleasanton, Alameda County, CA, 94566",5,4,"4,477",0.92 ac,David Darby ,Keller Williams Tri-Valley,"$3,872,000 USD",0,0,30
411,"3013 Calle De La Mesa, Pleasanton, Alameda County, CA, 94566",4,3,"2,212",0.115 ac,Peggy Chau ,eXp Realty of California Inc.,"$1,679,000 USD",30,21,64
412,"3193 Chardonnay Dr, Pleasanton, Alameda County, CA, 94566",4,3,"2,645",0.3 ac,Mike Carey ,Investment Real Estate,"$1,775,000 USD",55,31,55
413,"1558Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3,"3,122",NA,Janet Anderson ,Keller Williams - Stockton,"$1,125,000 USD",74,32,75
414,"1541 Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3,"1,920",0.08 ac,Jeff Clyma ,Re/Max Accord,"$1,425,000 USD",74,32,75
415,"2850 Calle Reynoso, Pleasanton, Alameda County, CA, 94566",5,3,"2,469",0.16 ac,Jo Ann Luisi ,Compass,"$1,799,950 USD",15,21,67
416,"3417Smoketree Commons 147, Pleasanton, Alameda County, CA, 94566",2,2,856,NA,Janet Anderson ,Keller Williams - Stockton,"$649,000 USD",50,32,68
417,"7615 Canyon Meadow Cir C, Pleasanton, Alameda County, CA, 94588",2,1,790,NA,Gabriele Orbell ,Keller Williams Realty,"$495,000 USD",1,13,24
418,"3143 Thistledown Ct, Pleasanton, Alameda County, CA, 94588",4,2,"1,959",0.14 ac,Sherry Nigg ,Re/Max Accord,"$1,598,000 USD",19,32,64
419,"409 Neal St, Pleasanton, Alameda County, CA, 94566",3,3,"2,262",0.21 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,850,000 USD",83,33,38
420,"4738 Woodthrush Ct, Pleasanton, Alameda County, CA, 94566",4,3,"1,800",0.17 ac,Kaajal Shahani ,Intero Real Estate Services,"$1,849,000 USD",46,34,71
421,"4328 Addison Way, Pleasanton, Alameda County, CA, 94588",3,2,"1,614",0.145 ac,Julia Murtagh ,Compass,"$1,369,000 USD",68,35,76
422,"3592 Gresham Ct, Pleasanton, Alameda County, CA, 94588",4,3,"2,600",0.3 ac,Rebecca Bruner ,Re/Max Accord,"$1,675,000 USD",74,35,80
423,"3263 Vineyard Ave. #69, Pleasanton, Alameda County, CA, 94566",3,2,"1,344",NA,Alexander Ho ,Alliance Manufactured Homes,"$409,000 USD",43,33,73
424,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74,33,75
425,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36,32,61
426,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65,32,33
427,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42,27,71
428,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7,NA,8
429,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15,21,11
430,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16,20,64
431,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7,NA,11
432,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2,9,20
433,"7832 Foothill Rd, Pleasanton, Alameda County, CA, 94566",5,4,"4,477",0.92 ac,David Darby ,Keller Williams Tri-Valley,"$3,872,000 USD",0,0,30
434,"3013 Calle De La Mesa, Pleasanton, Alameda County, CA, 94566",4,3,"2,212",0.115 ac,Peggy Chau ,eXp Realty of California Inc.,"$1,679,000 USD",30,21,64
435,"3193 Chardonnay Dr, Pleasanton, Alameda County, CA, 94566",4,3,"2,645",0.3 ac,Mike Carey ,Investment Real Estate,"$1,775,000 USD",55,31,55
436,"1558Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3,"3,122",NA,Janet Anderson ,Keller Williams - Stockton,"$1,125,000 USD",74,32,75
437,"1541 Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3,"1,920",0.08 ac,Jeff Clyma ,Re/Max Accord,"$1,425,000 USD",74,32,75
438,"2850 Calle Reynoso, Pleasanton, Alameda County, CA, 94566",5,3,"2,469",0.16 ac,Jo Ann Luisi ,Compass,"$1,799,950 USD",15,21,67
439,"3417Smoketree Commons 147, Pleasanton, Alameda County, CA, 94566",2,2,856,NA,Janet Anderson ,Keller Williams - Stockton,"$649,000 USD",50,32,68
440,"7615 Canyon Meadow Cir C, Pleasanton, Alameda County, CA, 94588",2,1,790,NA,Gabriele Orbell ,Keller Williams Realty,"$495,000 USD",1,13,24
441,"3143 Thistledown Ct, Pleasanton, Alameda County, CA, 94588",4,2,"1,959",0.14 ac,Sherry Nigg ,Re/Max Accord,"$1,598,000 USD",19,32,64
442,"409 Neal St, Pleasanton, Alameda County, CA, 94566",3,3,"2,262",0.21 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,850,000 USD",83,33,38
443,"4738 Woodthrush Ct, Pleasanton, Alameda County, CA, 94566",4,3,"1,800",0.17 ac,Kaajal Shahani ,Intero Real Estate Services,"$1,849,000 USD",46,34,71
444,"4328 Addison Way, Pleasanton, Alameda County, CA, 94588",3,2,"1,614",0.145 ac,Julia Murtagh ,Compass,"$1,369,000 USD",68,35,76
445,"3592 Gresham Ct, Pleasanton, Alameda County, CA, 94588",4,3,"2,600",0.3 ac,Rebecca Bruner ,Re/Max Accord,"$1,675,000 USD",74,35,80
446,"3263 Vineyard Ave. #69, Pleasanton, Alameda County, CA, 94566",3,2,"1,344",NA,Alexander Ho ,Alliance Manufactured Homes,"$409,000 USD",43,33,73
447,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74,33,75
448,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36,32,61
449,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65,32,33
450,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42,27,71
451,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7,NA,8
452,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15,21,11
453,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16,20,64
454,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7,NA,11
455,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2,9,20
456,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",NA,Becky Geller ,Compass,"$3,495,000 USD",23,NA,23
457,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61,32,76
458,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2,"1,320",NA,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40,35,16
459,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2,"1,238",NA,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95,46,61
460,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88,46,70
461,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46,31,25
462,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",NA,Sue Walsh ,Compass,"$2,798,000 USD",45,NA,56
463,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,Joyce Bartel ,Compass,"$225,000 USD",96,47,69
464,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",NA,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54,36,75
465,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56,37,52
466,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73,NA,69
467,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58,29,80
468,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71,31,59
469,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96,47,69
470,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1,693,NA,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78,33,68
471,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2,"1,810",NA,Suzanne O'Brien ,Intero,"$1,948,000 USD",33,NA,61
472,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",NA,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80,43,70
473,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60,23,72
474,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64,30,32
475,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2,NA,NA,Kathleen Wilson ,Compass,"$739,000 USD",27,29,70
476,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66,42,49
477,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2,"1,121",NA,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17,29,65
478,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83,43,73
479,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58,29,80
480,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",NA,Becky Geller ,Compass,"$3,495,000 USD",23,NA,23
481,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61,32,76
482,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2,"1,320",NA,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40,35,16
483,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2,"1,238",NA,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95,46,61
484,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88,46,70
485,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46,31,25
486,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",NA,Sue Walsh ,Compass,"$2,798,000 USD",45,NA,56
487,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,Joyce Bartel ,Compass,"$225,000 USD",96,47,69
488,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",NA,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54,36,75
489,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56,37,52
490,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73,NA,69
491,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58,29,80
492,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71,31,59
493,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96,47,69
494,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1,693,NA,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78,33,68
495,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2,"1,810",NA,Suzanne O'Brien ,Intero,"$1,948,000 USD",33,NA,61
496,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",NA,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80,43,70
497,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60,23,72
498,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64,30,32
499,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2,NA,NA,Kathleen Wilson ,Compass,"$739,000 USD",27,29,70
500,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66,42,49
501,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2,"1,121",NA,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17,29,65
502,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83,43,73
503,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58,29,80
504,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",NA,Becky Geller ,Compass,"$3,495,000 USD",23,NA,23
505,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61,32,76
506,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2,"1,320",NA,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40,35,16
507,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2,"1,238",NA,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95,46,61
508,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88,46,70
509,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46,31,25
510,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",NA,Sue Walsh ,Compass,"$2,798,000 USD",45,NA,56
511,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,Joyce Bartel ,Compass,"$225,000 USD",96,47,69
512,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",NA,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54,36,75
513,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56,37,52
514,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73,NA,69
515,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58,29,80
516,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71,31,59
517,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1,"1,000",NA,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96,47,69
518,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1,693,NA,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78,33,68
519,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2,"1,810",NA,Suzanne O'Brien ,Intero,"$1,948,000 USD",33,NA,61
520,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",NA,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80,43,70
521,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60,23,72
522,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64,30,32
523,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2,NA,NA,Kathleen Wilson ,Compass,"$739,000 USD",27,29,70
524,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66,42,49
525,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2,"1,121",NA,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17,29,65
526,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83,43,73
527,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58,29,80
528,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64,34,65
529,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62,34,34
530,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59,39,59
531,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61,53,65
532,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39,39,40
533,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65,47,57
534,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2,NA,NA,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50,34,53
535,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3,"1,495",NA,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55,42,38
536,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49,46,24
537,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51,38,54
538,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66,36,33
539,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41,29,30
540,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48,42,62
541,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57,31,28
542,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64,34,24
543,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2,"1,368",NA,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53,33,53
544,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58,50,63
545,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7,26,18
546,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38,42,39
547,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58,NA,57
548,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56,NA,23
549,"588 paradise, Hayward, Alameda County, CA, 94541",3,2,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55,39,47
550,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64,34,65
551,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62,34,34
552,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59,39,59
553,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61,53,65
554,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39,39,40
555,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65,47,57
556,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2,NA,NA,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50,34,53
557,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3,"1,495",NA,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55,42,38
558,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49,46,24
559,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51,38,54
560,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66,36,33
561,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41,29,30
562,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48,42,62
563,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57,31,28
